0,0,0,0,0,0,0
0.001,7.2e-05,-0.121221590365892,0.4472,2.752,-0.447128,-2.87322159036589
0.002,0.000135656591748107,-0.0619687690396795,0.4472,2.752,-0.447064343408252,-2.81396876903968
0.003,0.000203172404961913,0.19923217433346,0.4472,2.752,-0.446996827595038,-2.55276782566654
0.004,0.000290652404847783,0.339209240504344,0.4472,2.752,-0.446909347595152,-2.41279075949566
0.005,0.00039083861403702,0.577489407495907,0.4472,2.752,-0.446809161385963,-2.17451059250409
0.006,0.000516608649599304,0.682721281598672,0.4472,2.752,-0.446683391350401,-2.06927871840133
0.007,0.000655350905439428,0.692306631049743,0.4472,2.752,-0.446544649094561,-2.05969336895026
0.008,0.000795188115885459,0.979371961865524,0.4472,2.752,-0.446404811884115,-1.77262803813448
0.009,0.000977399658365069,0.913329087701666,0.4472,2.752,-0.446222600341635,-1.83867091229833
0.01,0.00114870385502493,0.944521035602393,0.4472,2.752,-0.446051296144975,-1.80747896439761
0.011,0.00132478427104235,1.05209322342823,0.4472,2.752,-0.445875215728958,-1.69990677657177
0.012,0.00151882155130749,1.2994320320424,0.4472,2.752,-0.445681178448692,-1.4525679679576
0.013,0.00176084795428767,1.40915413520365,0.4472,2.752,-0.445439152045712,-1.34284586479635
0.014,0.00202717290977321,1.41991713724432,0.4472,2.752,-0.445172827090227,-1.33208286275568
0.015,0.0022956879999472,1.49703897478411,0.4472,2.752,-0.444904312000053,-1.25496102521589
0.016,0.00258260258283461,1.71353219430558,0.4472,2.752,-0.444617397417165,-1.03846780569442
0.017,0.00292808464557434,1.87202195691413,0.4472,2.752,-0.444271915354426,-0.879978043085869
0.018,0.00332278965804601,1.90596613807413,0.4472,2.752,-0.443877210341954,-0.846033861925874
0.019,0.00372836746375626,2.05944162291449,0.4472,2.752,-0.443471632536244,-0.692558377085511
0.02,0.00418874164438444,2.0986629208162,0.4472,2.752,-0.443011258355616,-0.653337079183799
0.021,0.00466361295323203,2.2732519437426,0.4472,2.752,-0.442536387046768,-0.478748056257404
0.022,0.00521077434324408,2.19807514987099,0.4472,2.752,-0.441989225656756,-0.553924850129014
0.023,0.00572454147712184,2.20156057413744,0.4472,2.752,-0.441475458522878,-0.55043942586256
0.024,0.00623899626667063,2.25413236230501,0.4472,2.752,-0.440961003733329,-0.497867637694985
