0,0,0
0.001,-0.447128,-2.749248
0.002,-0.447055878808724,-2.649248
0.003,-0.446976284728424,-2.549248
0.004,-0.446888524038249,-2.449248
0.005,-0.446791847054823,-2.349248
0.006,-0.446685444356478,-2.249248
0.007,-0.446568442811517,-2.149248
0.008,-0.44643990140482,-2.049248
0.009,-0.446298806857395,-1.949248
0.01,-0.446144069033748,-1.849248
0.011,-0.445974516132305,-1.749248
0.012,-0.445788889654587,-1.649248
0.013,-0.445585839149318,-1.549248
0.014,-0.445363916728282,-1.449248
0.015,-0.445121571351419,-1.349248
0.016,-0.444857142879469,-1.249248
0.017,-0.444568855893414,-1.149248
0.018,-0.444254813280992,-1.049248
0.019,-0.443912989591772,-0.949247999999999
0.02,-0.443541224163647,-0.849247999999999
0.021,-0.443137214025092,-0.749247999999999
0.022,-0.442698506579267,-0.649247999999999
0.023,-0.442222492077959,-0.549247999999999
0.024,-0.441706395895454,-0.449247999999999
0.025,-0.441147270614857,-0.349247999999999
0.026,-0.440541987941927,-0.249247999999999
0.027,-0.43988723046446,-0.149247999999999
0.028,-0.439179483278425,-0.0492479999999986
0.029,-0.438415025505547,0.0507520000000015
0.03,-0.437589921730947,-0.0492479999999986
0.031,-0.436828291349437,0.0507520000000015
0.032,-0.4360061091957,-0.0492479999999986
0.033,-0.435247295979651,0.0507520000000015
0.034,-0.434428024880067,-0.0492479999999986
0.035,-0.433672018640557,0.0507520000000015
0.036,-0.432855648066635,-0.0492479999999986
0.037,-0.432102438651593,0.0507520000000015
0.038,-0.431288958112919,-0.0492479999999986
0.039,-0.430538535406991,0.0507520000000015
0.04,-0.429727934451093,-0.0492479999999986
0.041,-0.428980288375509,0.0507520000000015
0.042,-0.428172556587719,-0.0492479999999986
0.043,-0.42742767710016,0.0507520000000015
0.044,-0.426622804103476,-0.0492479999999986
0.045,-0.425880681197947,0.0507520000000015
0.046,-0.425078656652899,-0.0492479999999986
0.047,-0.42433928035959,0.0507520000000015
0.048,-0.423540093964101,-0.0492479999999986
0.049,-0.422803454349264,0.0507520000000015
0.05,-0.422007095838519,-0.0492479999999986
0.051,-0.42127318300433,0.0507520000000015
0.052,-0.420479642150638,-0.0492479999999986
0.053,-0.419748446235072,0.0507520000000015
0.054,-0.418957712847734,-0.0492479999999986
0.055,-0.418229224024435,0.0507520000000015
0.056,-0.417441287949606,-0.0492479999999986
0.057,-0.416715496427758,0.0507520000000015
0.058,-0.41593034754832,-0.0492479999999986
0.059,-0.415207243572515,0.0507520000000015
0.06,-0.414424871807939,-0.0492479999999986
0.061,-0.413704445658054,0.0507520000000015
0.062,-0.412924840964271,-0.0492479999999986
0.063,-0.412207082955336,0.0507520000000015
0.064,-0.411430235324602,-0.0492479999999986
0.065,-0.410715135806677,0.0507520000000015
0.066,-0.409941035267445,-0.0492479999999986
0.067,-0.40922858462549,0.0507520000000015
0.068,-0.408457221242275,-0.0492479999999986
0.069,-0.407747409896026,0.0507520000000015
0.07,-0.406978773769279,-0.0492479999999986
0.071,-0.40627159217312,0.0507520000000015
0.0720000000000001,-0.405505673439096,-0.0492479999999986
0.0730000000000001,-0.404801112081935,0.0507520000000015
0.0740000000000001,-0.404037900912563,-0.0492479999999986
0.0750000000000001,-0.403335950317708,0.0507520000000015
0.0760000000000001,-0.402575436920461,-0.0492479999999986
0.0770000000000001,-0.401876087645494,0.0507520000000015
0.0780000000000001,-0.401118262263264,-0.0492479999999986
0.0790000000000001,-0.400421504899918,0.0507520000000015
0.0800000000000001,-0.399666357810885,-0.0492479999999986
0.0810000000000001,-0.39897218298492,0.0507520000000015
0.0820000000000001,-0.398219704502424,-0.0492479999999986
0.0830000000000001,-0.397528102873504,0.0507520000000015
0.0840000000000001,-0.396778283345922,-0.0492479999999986
0.0850000000000001,-0.396089245607491,0.0507520000000015
0.0860000000000001,-0.395342075418105,-0.0492479999999986
0.0870000000000001,-0.39465559229727,0.0507520000000015
0.0880000000000001,-0.393911061864143,-0.0492479999999986
0.0890000000000001,-0.393227124121544,0.0507520000000015
0.0900000000000001,-0.392485223897395,-0.0492479999999986
0.0910000000000001,-0.391803822327093,0.0507520000000015
0.0920000000000001,-0.391064542799171,-0.0492479999999986
0.0930000000000001,-0.390385668228518,0.0507520000000015
0.0940000000000001,-0.389648999918477,-0.0492479999999986
0.0950000000000001,-0.388972643208002,0.0507520000000015
0.0960000000000001,-0.388238576671776,-0.0492479999999986
0.0970000000000001,-0.387564728715063,0.0507520000000015
0.0980000000000001,-0.386833254542743,-0.0492479999999986
0.0990000000000001,-0.386161906266312,0.0507520000000015
0.1,-0.385433015082023,-0.0492479999999986
0.101,-0.384764157445208,0.0507520000000015
0.102,-0.384037839906983,-0.0492479999999986
0.103,-0.383371463901819,0.0507520000000015
0.104,-0.38264771070148,-0.0492479999999986
0.105,-0.381983807352579,0.0507520000000015
0.106,-0.381262609215612,-0.0492479999999986
0.107,-0.380601169580048,0.0507520000000015
0.108,-0.379882517265484,-0.0492479999999986
0.109,-0.379223532432675,0.0507520000000015
0.11,-0.378507416732965,-0.0492479999999986
0.111,-0.377850877824557,0.0507520000000015
0.112,-0.377137289565454,-0.0492479999999986
0.113,-0.376483187735203,0.0507520000000015
0.114,-0.375772117775643,-0.0492479999999986
0.115,-0.375120444209298,0.0507520000000015
0.116,-0.374411883441274,-0.0492479999999986
0.117,-0.373762629356466,0.0507520000000015
0.118,-0.373056568704915,-0.0492479999999986
0.119,-0.372409725351036,0.0507520000000015
0.12,-0.371706155773715,-0.0492479999999986
0.121,-0.371061714431806,0.0507520000000015
0.122,-0.370360626919178,-0.0492479999999986
0.123,-0.369718578901814,0.0507520000000015
0.124,-0.369019964476924,-0.0492479999999986
0.125,-0.368380301128102,0.0507520000000015
0.126,-0.367684150846463,-0.0492479999999986
0.127,-0.367046863541483,0.0507520000000015
0.128,-0.36635316849096,-0.0492479999999986
0.129,-0.365718248636318,0.0507520000000015
0.13,-0.365026999937006,-0.0492479999999986
0.131,-0.364394438970278,0.0507520000000015
0.132,-0.363705627774389,-0.0492479999999986
0.133,-0.363075417164117,0.0507520000000015
0.134,-0.362389034655865,-0.0492479999999986
0.135,-0.361761165901448,0.0507520000000015
0.136,-0.361077203296929,-0.0492479999999986
0.137,-0.360451667928512,0.0507520000000015
0.138,-0.359770116475591,-0.0492479999999986
0.139,-0.359146906053951,0.0507520000000015
0.14,-0.358467757032148,-0.0492479999999986
0.141,-0.357846863148583,0.0507520000000015
0.142,-0.357170107868958,-0.0492479999999986
0.143,-0.356551522145179,0.0507520000000015
0.144,-0.355877151950217,-0.0492479999999986
0.145,-0.355260866038238,0.0507520000000015
0.146,-0.354588872301736,-0.0492479999999986
0.147,-0.353974877883762,0.0507520000000015
0.148,-0.353305252010714,-0.0492479999999986
0.149,-0.352693540799035,0.0507520000000015
0.15,-0.352026274225523,-0.0492479999999986
