0,0,0,0,0,0,0
0.001,7.2e-05,-0.0961726657209078,0.4472,2.752,-0.447128,-2.84817266572091
0.002,0.000137291026664777,-0.19358022997081,0.4472,2.752,-0.447062708973335,-2.94558022997081
0.003,0.000196361732260414,-0.101765693722007,0.4472,2.752,-0.44700363826774,-2.85376569372201
0.004,0.000261152132241555,0.00447634664073622,0.4472,2.752,-0.446938847867758,-2.74752365335926
0.005,0.000333195039766624,0.103389530479718,0.4472,2.752,-0.446866804960233,-2.64861046952028
0.006,0.000412635289587316,0.200136623407389,0.4472,2.752,-0.446787364710413,-2.55186337659261
0.007,0.000499965219439737,0.301884815955389,0.4472,2.752,-0.44670003478056,-2.45011518404461
0.008,0.000596353855694753,0.403437248933077,0.4472,2.752,-0.446603646144305,-2.34856275106692
0.009,0.000702618581481642,0.309908793879452,0.4472,2.752,-0.446497381418518,-2.44209120612055
0.01,0.000799541894492084,0.20829087405977,0.4472,2.752,-0.446400458105508,-2.54370912594023
0.011,0.000887154576179971,0.300052226119687,0.4472,2.752,-0.44631284542382,-2.45194777388031
0.012,0.000982946378536572,0.208821846932664,0.4472,2.752,-0.446217053621463,-2.54317815306734
0.013,0.00107040541162278,0.304202808449892,0.4472,2.752,-0.446129594588377,-2.44779719155011
0.014,0.00116638636435132,0.402625890253621,0.4472,2.752,-0.446033613635649,-2.34937410974638
0.015,0.00127193687582768,0.504181485807652,0.4472,2.752,-0.445928063124172,-2.24781851419235
0.016,0.00138825181574299,0.602342067883401,0.4472,2.752,-0.445811748184257,-2.1496579321166
0.017,0.00151588886883171,0.702503711303567,0.4472,2.752,-0.445684111131168,-2.04949628869643
0.018,0.00165608748998885,0.605731395215571,0.4472,2.752,-0.445543912510011,-2.14626860478443
0.019,0.0017838346938954,0.505570068979601,0.4472,2.752,-0.445416165306105,-2.2464299310204
0.02,0.00189973282739985,0.405586384826859,0.4472,2.752,-0.4453002671726,-2.34641361517314
0.021,0.00200477539395098,0.504094994267216,0.4472,2.752,-0.445195224606049,-2.24790500573278
0.022,0.002120261544606,0.60033702615463,0.4472,2.752,-0.445079738455394,-2.15166297384537
0.023,0.00224682859876412,0.704186477302658,0.4472,2.752,-0.444953171401236,-2.04781352269734
0.024,0.0023864150945207,0.60601247057833,0.4472,2.752,-0.444813584905479,-2.14598752942167
0.025,0.00251337155135769,0.703729787540624,0.4472,2.752,-0.444686628448642,-2.04827021245938
0.026,0.00265259319943503,0.604821386019836,0.4472,2.752,-0.444547406800565,-2.14717861398016
